tax_id,scientific_name,accession,seq_name,seq_len
863429,Rhipidomys gardneri,HM594673.1,"Rhipidomys gardneri isolate LHE1430 cytochrome b (cytb) gene, partial cds; mitochondrial",780
614054,Nannospalax ehrenbergi intermedius,FJ656305.1,"Nannospalax ehrenbergi intermedius voucher TR-OSMANIYE 5302 cytochrome b (cytb) gene, partial cds; mitochondrial",450
1925726,Niviventer andersoni pianmaensis,MF642436.1,"Niviventer andersoni pianmaensis isolate TD2014016 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
1725220,Thomasomys ucucha,PQ300771.1,"Thomasomys ucucha voucher QCAZ:8405 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2828266,Dendromus cf. whytei GV-2021,MW712171.1,"Dendromus cf. whytei GV-2021 voucher FMNH:MLWM1071 cytochrome b (cytb) gene, partial cds; mitochondrial",907
1926540,Niviventer sp. 3 BZ-2016,KY068732.1,"Niviventer sp. 3 BZ-2016 isolate 20600 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3064501,Cricetomys sp. 3 PG-2023,OR362213.1,"Cricetomys sp. 3 PG-2023 isolate LL180528004B cytochrome b (cytb) gene, partial cds; mitochondrial",402
1217595,Chrotomys mindorensis,JQ898038.1,"Chrotomys mindorensis voucher KU 164431 cytochrome b (CYTB) gene, complete cds; mitochondrial",1144
3370000,Gerbilliscus afer,MK879634.1,"Gerbilliscus afer voucher TK25694 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
2635927,unclassified Juliomys,OQ863346.1,"Juliomys sp. CMARF 3528 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
2597256,unclassified Oligoryzomys,OR709706.1,"Oligoryzomys sp. n. MW-2024 voucher MN87921 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2898792,Micromys sp. y ZL-2021,OL660747.1,"Micromys yunguiensis isolate DL57 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2082262,Lophuromys kilonzoi,MZ420661.1,"Lophuromys kilonzoi isolate TZJA057 cytochrome b (cytb) gene, partial cds; mitochondrial",931
537920,Clethrionomys rutilus,PP928842.1,"Clethrionomys rutilus isolate AK37 cytochrome b (Cytb) gene, partial cds; mitochondrial",1128
1890048,Aethomys nyikae,MW537397.1,"Aethomys nyikae isolate RS0823 cytochrome b (cytb) gene, partial cds; mitochondrial",728
1001554,Malacomys cansdalei,KY754019.1,"Malacomys cansdalei cytochrome b (cytb) gene, partial cds; mitochondrial",1114
723805,Meriones tristrami,KR089032.1,"Meriones tristrami cytochrome b (cytb) gene, partial cds; mitochondrial",1133
3115256,Microryzomys sp.,PP094283.1,"Microryzomys sp. isolate SEP048 cytochrome b (cytb) gene, partial cds; mitochondrial",713
3086089,Mus cf. gratus,PX550947.1,"Mus cf. gratus voucher BDA334 cytochrome b (cytb) gene, partial cds",1110
1890204,Gerbilliscus cf. bayeri,KU966021.1,"Gerbilliscus cf. bayeri isolate KE691 cytochrome b (cytb) gene, partial cds",864
856705,Gerbillus latastei,LN606683.1,"Gerbillus latastei partial mitochondrial cytb gene for cytochrome b, isolate 1983023",1115
2213112,Oecomys tapajinus,MK874442.1,"Oecomys tapajinus isolate JL19 cytochrome b (cytb) gene, partial cds; mitochondrial",801
866549,Rhipidomys itoan,OQ560622.1,"Rhipidomys itoan isolate BOCA1171 cytochrome b (cytb) gene, partial cds; mitochondrial",800
3002836,Rattus sp. FMNH 145736,OM502748.1,"Rattus sp. FMNH 145736 isolate SMG5133 cytochrome b (CYTB) gene, partial cds; mitochondrial",1125
3370996,Bramus,MG264365.1,"Ellobius fuscocapillus voucher 22576 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1141938,Praomys coetzeei,PV809340.1,"Praomys coetzeei voucher FMNH82004 cytochrome b (cytb) gene, partial cds; mitochondrial",706
3002833,Tarsomys sp. FMNH 208755,OM502766.1,"Tarsomys sp. FMNH 208755 isolate DSB6919 cytochrome b (CYTB) gene, partial cds; mitochondrial",1002
2941060,Otomys sp. indet. Clade73,OL408948.1,"Otomys sp. indet. Clade73 voucher KIZ:NMK KE20150402 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2666180,Nelsonia goldmani,MK878985.1,"Nelsonia goldmani voucher UK111953 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1315337,Akodon mollis altorum,KC841376.1,"Akodon mollis altorum voucher MSB 92704 cytochrome b (cytb) gene, partial cds; mitochondrial",1067
3070816,Juliomys sp. CMARF 3528,OQ863346.1,"Juliomys sp. CMARF 3528 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
3370147,Lenothrix cana,MG189668.1,"Lenothrix cana voucher N 92 cytochrome b (cytb) gene, partial cds; mitochondrial",1086
3092355,Nannospalax hellenicus nopcsai,OR751005.1,"Nannospalax hellenicus nopcsai isolate FK245 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2603184,Praomys jacksoni complex sp. 'IVb',PV873761.1,"Praomys jacksoni complex sp. 'IVb' voucher EBO398 cytochrome b (cytb) gene, partial cds; mitochondrial",898
1795549,Microhydromys,MH741760.1,"Microhydromys richardsoni voucher ANWC M35851 cytochrome b (CYTB) gene, partial cds; mitochondrial",810
1630327,Cerradomys langguthi,ON212101.1,"Cerradomys langguthi voucher MN76769 cytochrome b (cytb) gene, complete cds; mitochondrial",1144
1390221,Gerbillus sp. 1 TCB-2013,KF422704.1,"Gerbillus sp. 1 TCB-2013 clone G13 cytochrome b (cytb) gene, partial cds; mitochondrial",404
2162904,Alexandromys mujanensis,KX455505.1,"Alexandromys mujanensis isolate C-02-2037 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
3382273,Lophuromys sp.,PX503396.1,"Lophuromys sp. isolate ETH2713 cytochrome b (cytb) gene, partial cds; mitochondrial",952
2661591,Grammomys sp. LIK94,MN597526.1,"Grammomys sp. LIK94 cytochrome b (cytb) gene, partial cds; mitochondrial",780
2959315,Cricetomys sp. T1667,OK183731.1,"Cricetomys sp. T1667 cytochrome b (cytb) gene, partial cds; mitochondrial",402
3695665,Typomys,ON419642.1,"Hybomys planifrons isolate AFGN16 cytochrome b (cytb) gene, partial cds; mitochondrial",875
870527,Eothenomys eva,KY997409.1,"Eothenomys eva isolate QH15024 cytochrome b (Cytb) gene, partial cds; mitochondrial",1134
1353928,Wiedomys cerradensis,PP953689.1,"Wiedomys cerradensis voucher CRB2716 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2028299,Beamys major,KY753952.1,"Beamys major cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2593118,Rattus sp. KINA1120,MK111923.1,"Rattus sp. KINA1120 cytochrome b (cytb) gene, partial cds; mitochondrial",633
2633349,unclassified Thamnomys,MN597577.1,"Thamnomys sp. LIK165 cytochrome b (cytb) gene, partial cds; mitochondrial",610
3122389,Urocricetus alticola,KX058131.1,"Urocricetus alticola voucher 1501 cytochrome b (cytb) gene, partial cds; mitochondrial",1144
1258732,Abrawayaomys ruschii,OQ560636.1,"Abrawayaomys ruschii isolate BOCA666 cytochrome b (cytb) gene, partial cds; mitochondrial",800
3144140,Thomasomys aff. cinereus,OP978411.1,"Thomasomys aff. cinereus voucher MEPN 12538 cytochrome b (cytb) gene, partial cds; mitochondrial",801
715502,Sigmodontomys sp. JDH-2010a,FJ971254.1,"Sigmodontomys sp. JDH-2010a bio-material TEL2033 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1775273,Peromyscus sp. CL-2015a,KT308135.1,"Peromyscus sp. CL-2015a voucher MVZ:223211 cytochrome b (cytb) gene, partial cds; mitochondrial",800
3241373,Thomasomys sp. A DR-2024,OP978500.1,"Thomasomys sp. A DR-2024 voucher MUSM 42490 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2771499,Neacomys minutus complex sp. 'downriver',MT462041.1,"Neacomys minutus complex sp. 'downriver' voucher INPA-EE110 cytochrome b (cytb) gene, partial cds; mitochondrial",761
1595965,Apomys lubangensis,MH092693.1,"Apomys lubangensis voucher FMNH218460 cytochrome b (cytb) gene, partial cds; mitochondrial",1101
1391533,Phyllotis sp. 2 GDE-2013,KT024798.1,"Phyllotis sp. 2 GDE-2013 voucher MACN:26384 cytochrome b (cytb) gene, partial cds; mitochondrial",792
2766945,Euryoryzomys sp. MTR048,MT118073.1,"Euryoryzomys sp. MTR048 cytochrome b (cytb) gene, partial cds; mitochondrial",763
1564268,Gerbillus sp. AN-2014,KM236142.1,"Gerbillus sp. AN-2014 cytochrome b (cytb) gene, partial cds; mitochondrial",754
2565387,Cricetulus barabensis ssp. A NP-2019,MH580988.1,"Cricetulus barabensis ssp. A NP-2019 haplotype Cbs16 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2478462,Eothenomys colurnus,KY997430.1,"Eothenomys colurnus isolate WYS15012 cytochrome b (Cytb) gene, partial cds; mitochondrial",1131
1047088,Arvicola amphibius,PX244613.1,"Arvicola amphibius haplotype ATZ_3 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
2959320,Cricetomys sp. T1735,OK183736.1,"Cricetomys sp. T1735 cytochrome b (cytb) gene, partial cds; mitochondrial",402
2496262,Acomys louisae,OR589399.1,"Acomys louisae isolate 3130_chimit cytochrome b (cytb) gene, partial cds; mitochondrial",549
2863709,Peromyscus carolpattonae,MZ510921.1,"Peromyscus carolpattonae voucher MZFC 9737 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1477902,Alticola olchonensis,KR869166.1,"Alticola olchonensis voucher 61013 cytochrome b (cytb) gene, partial cds; mitochondrial",783
1582499,Mus mahomet,PX503490.1,"Mus mahomet isolate DMCMET32 cytochrome b (cytb) gene, partial cds; mitochondrial",1007
645539,Acomys chudeaui,MH045006.1,"Acomys chudeaui isolate VV1998-087 cytochrome b (cytb) gene, partial cds; mitochondrial",1060
864060,Peromyscus grandis,KX998941.1,"Peromyscus grandis voucher TK151076 cytochrome b (cytb) gene, partial cds; mitochondrial",1141
2629051,unclassified Akodon,AY702968.1,"Akodon sp. MMP 2421 cytochrome b (cytb) gene, partial cds; mitochondrial",801
907927,Maxomys ochraceiventer,PQ861149.1,"Maxomys ochraceiventer isolate ROM102250 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
2596716,Oxymycterus itapeby,MK331137.1,"Oxymycterus itapeby isolate MHNCI3595 cytochrome b (cytb) gene, partial cds; mitochondrial",1137
1925731,Niviventer confucianus naoniuensis,KY068796.1,"Niviventer confucianus naoniuensis isolate Z201310071 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2603186,Praomys jacksoni complex sp. 'Ia',MK423137.1,"Praomys jacksoni complex sp. 'Ia' isolate FMNH_217457 cytochrome b (cytb) gene, partial cds; mitochondrial",1114
3002831,Tarsomys sp. FMNH 194803,OM502765.1,"Tarsomys sp. FMNH 194803 isolate DBT7 cytochrome b (CYTB) gene, partial cds; mitochondrial",1113
1518605,Grammomys sp. 13ZR68,AB972437.1,"Grammomys sp. 13ZR68 mitochondrial cytb gene for cytochrmoe b, partial cds",551
2496228,Acomys cf. mullah ET164,MH044998.1,"Acomys cf. mullah ET164 cytochrome b (cytb) gene, partial cds; mitochondrial",985
1519588,Microtus schidlovskii,PP130169.1,"Microtus schidlovskii voucher TR_336AYS cytochrome b (cytb) gene, partial cds; mitochondrial",1105
1392536,Delanymyinae,KY753969.1,"Delanymys brooksi cytochrome b (cytb) gene, partial cds; mitochondrial",1129
2576039,Neodon forresti,PQ382971.1,"Neodon forresti isolate ML170038 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
1582507,Mus cf. proconodon TA-2014,KJ935770.1,"Mus cf. proconodon TA-2014 isolate ET118 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2828256,Dendromus kumasi,MW712009.1,"Dendromus kumasi voucher MNHN:ZM-2015-227 cytochrome b (cytb) gene, partial cds; mitochondrial",887
1925735,Niviventer eha ninus,KY068779.1,"Niviventer eha ninus isolate PM1311523 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1564266,Gerbillus amoenus,OQ230800.1,"Gerbillus amoenus voucher Boratynski et al. ZBSC0299 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1391532,Phyllotis sp. 1 GDE-2013,KT024794.1,"Phyllotis sp. 1 GDE-2013 voucher MACN:26427 cytochrome b (cytb) gene, partial cds; mitochondrial",582
1325302,Leopoldamys vociferans,MZ221545.1,"Leopoldamys vociferans isolate ZOFH5 cytochrome b (cytB) gene, partial cds; mitochondrial",1140
1962398,Neacomys cf. amoenus 'Central Andes-Amazonia',KX792044.1,"Neacomys cf. amoenus 'Central Andes-Amazonia' voucher MRR 799 cytochrome b (cytb) gene, partial cds; mitochondrial",801
3370582,Pithecheir parva,MG189672.1,"Pithecheir parva voucher MNHN CG1977N252 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2496213,Acomys cf. cineraceus KE734,MH044976.1,"Acomys cf. cineraceus KE734 cytochrome b (cytb) gene, partial cds; mitochondrial",1005
2927132,Chilomys sp. n NT-2023,OM703415.1,"Chilomys sp. n NT-2023 voucher MECN3723 cytochrome b (Cytb) gene, partial cds; mitochondrial",827
1879032,Mus musculus isatissus,KT376839.1,"Mus musculus isatissus voucher ZMFUM4328 cytochrome b (cytb) gene, partial cds; mitochondrial",1098
1157041,Sigmodontomys aphrastus,JF693877.1,"Sigmodontomys aphrastus voucher KU161003 cytochrome b (cytb) gene, partial cds; mitochondrial",1107
1305941,Leopoldamys revertens,JX173163.1,"Leopoldamys sabanus revertens isolate BaD-14 cytochrome b (Cytb) gene, partial cds; mitochondrial",1143
1582487,Saccostomus campestris x mashonae,KM347786.1,"Saccostomus campestris x mashonae isolate RS1023 cytochrome b (cytb) gene, partial cds; mitochondrial",1032
1604870,Podoxymys roraimae,KM816650.1,"Podoxymys roraimae voucher PK3335 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2959322,Cricetomys sp. T2687,OK183738.1,"Cricetomys sp. T2687 cytochrome b (cytb) gene, partial cds; mitochondrial",402
682468,Abrothrix sanborni,KP666014.1,"Abrothrix sanborni voucher FMNH132269 cytochrome b (cytb) gene, partial cds; mitochondrial",426
2661599,Lophuromys dudui,PX550935.1,"Lophuromys dudui voucher BDA322 cytochrome b (cytb) gene, partial cds",1091
2060316,Halmaheramys wallacei,MG189670.1,"Halmaheramys wallacei voucher MZB 38226 cytochrome b (cytb) gene, partial cds; mitochondrial",1128
2912617,Mastomys huberti complex sp. hubA,OK646771.1,"Mastomys huberti complex sp. hubA isolate KM542 cytochrome b (cytb) gene, partial cds; mitochondrial",1057
1158615,unclassified Hylomyscus,KF810240.1,"Hylomyscus sp. 1 TCD-2013 voucher FMNH217601 cytochrome b (cytb) gene, partial cds; mitochondrial",1121
3417911,unclassified Alticola,PV558722.1,"Alticola sp. y BP-2025 isolate XZ23512 cytochrome b (cytb) gene, complete cds; mitochondrial",1143
2175849,Urocricetus kamensis,MZ018045.1,"Urocricetus kamensis isolate Q18-90 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2904043,Mus cf. gerbillus FMNH 219474,OK093426.1,"Mus cf. gerbillus FMNH 219474 isolate FMNH219474 cytochrome b (cytb) gene, partial cds; mitochondrial",494
2153459,Neacomys sp. MUSM 15994,KY886324.1,"Neacomys sp. MUSM 15994 cytochrome b (cytb) gene, partial cds; mitochondrial",408
2638486,unclassified Apomys,PV592397.1,"Apomys sp. isolate DSB11556 cytochrome b (CYTB) gene, partial cds; mitochondrial",961
798060,Alexandromys evoronensis,KX455504.1,"Alexandromys evoronensis isolate C-01-2075 cytochrome b (cytb) gene, partial cds; mitochondrial",1097
2517234,Apomys sp. Mt. Abra de Ilog,MH092668.1,"Apomys sp. Mt. Abra de Ilog voucher FMNH223061 cytochrome b (cytb) gene, partial cds; mitochondrial",1099
2691599,Gerbilliscus cf. angolae MMM-2019,MK879637.1,"Gerbilliscus cf. angolae MMM-2019 voucher TK25656 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
1390222,Mus sp. 1 TCB-2013,KF422707.1,"Mus sp. 1 TCB-2013 clone 2 cytochrome b (cytb) gene, partial cds; mitochondrial",760
1962396,Neacomys sp. 'clade 6',KX792062.1,"Neacomys sp. 'clade 6' voucher MNFS 2104 cytochrome b (cytb) gene, partial cds; mitochondrial",630
3014042,Mindomys kutuku,OM864531.1,"Mindomys kutuku voucher MECN5809 cytochrome b (cytb) gene, partial cds; mitochondrial",596
1962298,Neacomys vargasllosai,MT462014.1,"Neacomys vargasllosai voucher MVZ172655 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1392511,Cannomys,MH189064.1,"Cannomys badius isolate PhuHuayDue1 cytochrome b (cytb) gene, partial cds; mitochondrial",615
2628246,unclassified Stenocephalemys,MT084823.1,"Stenocephalemys sp. A VK-2020 isolate 3383 cytochrome b (cytb) gene, partial cds; mitochondrial",683
2695258,Thomasomys sp. QCAZ16231,MN557120.1,"Thomasomys sp. QCAZ16231 cytochrome b (Cytb) gene, partial cds; mitochondrial",962
2683855,Lenomys,MW058821.1,"Lenomys meyeri voucher KCR2320 cytochrome b (cytb) gene, partial cds; mitochondrial",767
2816199,Grammomys dryas,OR805079.1,"Grammomys dryas voucher FMNH192967 cytochrome b (CytB) gene, partial cds; mitochondrial",736
3370989,Anteliomys wardi,KY997398.1,"Anteliomys wardi isolate MLXS084 cytochrome b (Cytb) gene, partial cds; mitochondrial",1109
3370561,Phyllotis darwinii,MW883590.1,"Phyllotis darwinii isolate LC95 cytochrome b (Cytb) gene, partial cds; mitochondrial",691
3046429,Otomys yaldeni,PX503493.1,"Otomys yaldeni isolate ETH2616 cytochrome b (cytb) gene, partial cds; mitochondrial",627
1972516,Rattus rattus kandianus,KY697997.1,"Rattus rattus kandianus voucher WHT:6926 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
1348296,Eliurus sp. 2 JJS-2013,KF170843.1,"Eliurus sp. 2 JJS-2013 voucher FMNH:173267 cytochrome b (cytb) gene, partial cds; mitochondrial",1089
3144149,Thomasomys incanus,OP978423.1,"Thomasomys incanus voucher MUSM 52870 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2768132,Neusticomys peruviensis peruviensis,MN928513.1,"Neusticomys peruviensis peruviensis voucher MUSA 12675 cytochrome b (cytb) gene, partial cds; mitochondrial",1022
1962395,Neacomys sp. 'clade 3',KX792058.1,"Neacomys sp. 'clade 3' voucher TK 73493 cytochrome b (cytb) gene, partial cds; mitochondrial",801
3451654,unclassified Oreoryzomys,PV962885.1,"Oreoryzomys sp. h JCO-2025 voucher QCAZ13280 cytochrome b (cytb) gene, partial cds; mitochondrial",1130
2590973,Oligoryzomys aff. nigripes NH-2019,MK128779.1,"UNVERIFIED: Oligoryzomys aff. nigripes NH-2019 voucher CIT 994 cytochrome b-like (cytb) gene, partial sequence; mitochondrial",645
3231739,Typhlomys taxuansis,PP987021.1,"Typhlomys taxuansis isolate BY-60 cytochrome b (cytb) gene, partial cds; mitochondrial",732
2662125,Aegialomys baroni,MK736821.1,"Aegialomys baroni voucher LSUMZ944 cytochrome b (Cytb) gene, partial cds; mitochondrial",1128
2622000,unclassified Gerbillus,OQ230810.1,"Gerbillus sp. 1 MP-2023 voucher Granjon et al. LG91 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1343852,Cansumys,PP975921.1,"Cansumys canus isolate CSD3982 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
798169,Neodon sikimensis,PQ383001.1,"Neodon sikimensis isolate YD202303713 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
3451656,Oreoryzomys sp. j JCO-2025,PV962882.1,"Oreoryzomys sp. j JCO-2025 voucher QCAZ7677 cytochrome b (cytb) gene, partial cds; mitochondrial",1134
2593116,Chiropodomys sp. KINA618,MK111862.1,"Chiropodomys sp. KINA618 cytochrome b (cytb) gene, partial cds; mitochondrial",779
3369752,Calomyscus darvishi,OR786671.1,"Calomyscus darvishi voucher ZMFUM5282 cytochrome b (CYTB) gene, partial cds; mitochondrial",867
2950099,Thomasomys sp. 1 DR-2022,MW788426.1,"Thomasomys sp. 1 DR-2022 voucher MUSM 12000 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2597257,Oligoryzomys sp. CIT 683,MK142677.1,"Oligoryzomys sp. CIT 683 cytochrome b (cytb) gene, partial cds; mitochondrial",666
2638341,unclassified Cricetomys,OP089718.1,"Cricetomys sp. 1 KJG-2022 isolate PtulT1438_IC cytochrome b (Cytb) gene, partial cds; mitochondrial",402
2637197,unclassified Calomys,AY033157.1,"Calomys sp. cytochrome b (cytb) gene, partial cds; mitochondrial gene for mitochondrial product",1143
932752,Apomys banahao,HM371085.1,"Apomys sp. SJS-2010b voucher FMNH:179515 cytochrome b (cytb) gene, complete cds; mitochondrial",1144
2993826,Ammodillus,ON366729.1,"Ammodillus imbellis isolate LAV3448 cytochrome b (cytb) gene, partial cds; mitochondrial",972
999952,Maxomys sp. MTNA-2011,JF437017.1,"Maxomys sp. TK152861 cytochrome b (cytb) gene, partial cds; mitochondrial",850
1380342,Arvicanthis cf. niloticus GJK-2013,KF478315.1,"Arvicanthis cf. niloticus GJK-2013 voucher MNHN:M:VV1996-010 cytochrome b (cytb) gene, partial cds; mitochondrial",1113
2592602,Arvicanthis niloticus complex sp. 'C2-C4',MK239766.1,"Arvicanthis niloticus complex sp. 'C2-C4' isolate KE907 cytochrome B (cytB) gene, partial cds; mitochondrial",981
1189088,Meriones tristrami blackleri,JQ687394.1,"UNVERIFIED: Meriones tristrami blackleri voucher 5838 cytochrome b-like (cytb) gene, partial sequence; mitochondrial",790
1104753,Microtus hartingi,PP130168.1,"Microtus hartingi voucher TR_429AYS cytochrome b (cytb) gene, complete cds; mitochondrial",1143
666517,Praomys sp. DJ043,FJ617512.1,"Praomys sp. DJ043 cytochrome b (cytb) gene, partial cds; mitochondrial",749
1439716,Niviventer sp. 1 LL-2013,KF740307.1,"Niviventer sp. 1 LL-2013 isolate ZJ-TT34 cytochrome b (CYTB) gene, partial cds; mitochondrial",1139
2716778,Eropeplus canus,MW058836.1,"Eropeplus canus voucher NMVZ21733 cytochrome b (cytb) gene, partial cds; mitochondrial",783
2028315,Eothenomys sp. 1 SJS-2017,KY753983.1,"Eothenomys sp. 1 SJS-2017 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1276134,Arvicola scherman,JX457751.1,"Arvicola scherman isolate ASH2 cytochrome b (cytb) gene, partial cds; mitochondrial",1128
2517236,Apomys sp. Mt. Wood,MH092673.1,"Apomys sp. Mt. Wood voucher FMNH228798 cytochrome b (cytb) gene, partial cds; mitochondrial",1100
1197750,Alticola tuvinicus,PV224124.1,"Alticola tuvinicus isolate 5538 cytochrome b (cytb) gene, partial cds; mitochondrial",1139
2302992,Castoria,OQ560633.1,"Castoria angustidens isolate BOCA221 cytochrome b (cytb) gene, partial cds; mitochondrial",656
3369774,Chiropodomys calamianensis,PV592398.1,"Chiropodomys calamianensis isolate DSB5049 cytochrome b (CYTB) gene, partial cds; mitochondrial",989
2828268,Dendromus sp. indet. 10 GV-2021,MW712117.1,"Dendromus sp. indet. 10 GV-2021 voucher FMNH210399 cytochrome b (cytb) gene, partial cds; mitochondrial",1117
2929996,Peromyscus ensinki,MW684868.1,"Peromyscus ensinki isolate TK150637 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
548542,Oryzomys couesi azuerensis,EU074669.1,"Oryzomys azuerensis voucher NK101623 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1158280,Hylomyscus sp. 2 VN-2012,JX893892.1,"Hylomyscus sp. 2 VN-2012 voucher CAM849 cytochrome b (Cytb) gene, partial cds; mitochondrial",1039
1582508,Mus cf. setulosus West,KJ935780.1,"Mus cf. setulosus West isolate IZEA2447 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3035879,Ochromyscus,PX503574.1,"Ochromyscus niveiventris isolate ETH2913 cytochrome b (cytb) gene, partial cds; mitochondrial",606
2772418,Lemniscomys linulus,MT968273.1,"Lemniscomys linulus isolate M5996 cytochrome b (Cytb) gene, partial cds; mitochondrial",583
3371040,Stenocranius,OR004284.1,"Stenocranius gregalis voucher ISEA:62507 cytochrome b (cytb) gene, partial cds; mitochondrial",979
3371023,Congomys,PX550708.1,"Congomys verschureni voucher BDA95 cytochrome b (cytb) gene, partial cds",782
2496252,Acomys cf. kempi ET104,MH045034.1,"Acomys cf. kempi ET104 cytochrome b (cytb) gene, partial cds; mitochondrial",829
1072561,Acomys muzei,OK093892.1,"Acomys muzei isolate TZ33968 cytochrome b (cytb) gene, partial cds; mitochondrial",976
3092359,Nannospalax hungaricus hungaricus,OR750986.1,"Nannospalax hungaricus hungaricus isolate FK144 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2735145,Hylomyscus thornesmithae,PV873692.1,"Hylomyscus thornesmithae voucher EBO291 cytochrome b (cytb) gene, partial cds; mitochondrial",1099
3002842,Rattus everetti everetti,OM502728.1,"Rattus everetti everetti isolate RSQ209 cytochrome b (CYTB) gene, partial cds; mitochondrial",1112
2593121,Rattus sp. KINA93,MK111926.1,"Rattus sp. KINA93 cytochrome b (cytb) gene, partial cds; mitochondrial",633
